Date,Region,Product,Units_Sold,Price_Point,Revenue,Competitor_Price,Weather,Promotion_Active
2023-06-17,South Delhi,Classic Potato Samosa,79,15,1185,12.94,Clear,False
2023-06-17,South Delhi,Paneer Tikka Samosa,181,25,4525,27.29,Clear,False
2023-06-17,South Delhi,Spicy Chicken Samosa,203,30,6090,27.52,Rainy,False
2023-06-17,South Delhi,Chocolate Fusion Samosa,12,45,540,47.52,Clear,False
2023-06-17,North Delhi,Classic Potato Samosa,80,15,1200,17.34,Clear,False
2023-06-17,North Delhi,Paneer Tikka Samosa,72,25,1800,21.51,Clear,False
2023-06-17,North Delhi,Spicy Chicken Samosa,166,30,4980,32.33,Clear,False
2023-06-17,North Delhi,Chocolate Fusion Samosa,18,45,810,42.02,Clear,False
2023-06-17,West Delhi,Classic Potato Samosa,105,15,1575,17.97,Clear,False
2023-06-17,West Delhi,Paneer Tikka Samosa,135,25,3375,23.17,Clear,False
2023-06-17,West Delhi,Spicy Chicken Samosa,70,30,2100,26.22,Clear,False
2023-06-17,West Delhi,Chocolate Fusion Samosa,28,45,1260,40.83,Clear,False
2023-06-17,Noida,Classic Potato Samosa,156,15,2340,19.04,Clear,False
2023-06-17,Noida,Paneer Tikka Samosa,132,25,3300,21.21,Clear,False
2023-06-17,Noida,Spicy Chicken Samosa,82,30,2460,27.18,Clear,False
2023-06-17,Noida,Chocolate Fusion Samosa,33,45,1485,42.59,Clear,False
2023-06-17,Gurugram,Classic Potato Samosa,136,15,2040,19.51,Clear,False
2023-06-17,Gurugram,Paneer Tikka Samosa,147,25,3675,25.83,Clear,False
2023-06-17,Gurugram,Spicy Chicken Samosa,143,30,4290,27.49,Rainy,False
2023-06-17,Gurugram,Chocolate Fusion Samosa,15,45,675,43.72,Clear,False
2023-06-18,South Delhi,Classic Potato Samosa,302,15,4530,18.02,Rainy,False
2023-06-18,South Delhi,Paneer Tikka Samosa,247,25,6175,23.73,Rainy,False
2023-06-18,South Delhi,Spicy Chicken Samosa,117,30,3510,26.51,Clear,False
2023-06-18,South Delhi,Chocolate Fusion Samosa,13,45,585,47.62,Clear,False
2023-06-18,North Delhi,Classic Potato Samosa,256,15,3840,13.09,Clear,True
2023-06-18,North Delhi,Paneer Tikka Samosa,183,25,4575,26.13,Clear,False
2023-06-18,North Delhi,Spicy Chicken Samosa,88,30,2640,29.19,Clear,False
2023-06-18,North Delhi,Chocolate Fusion Samosa,33,45,1485,41.21,Clear,False
2023-06-18,West Delhi,Classic Potato Samosa,87,15,1305,15.43,Clear,False
2023-06-18,West Delhi,Paneer Tikka Samosa,80,25,2000,24.3,Clear,False
2023-06-18,West Delhi,Spicy Chicken Samosa,123,30,3690,26.74,Clear,False
2023-06-18,West Delhi,Chocolate Fusion Samosa,19,45,855,48.24,Rainy,False
2023-06-18,Noida,Classic Potato Samosa,115,15,1725,12.44,Clear,False
2023-06-18,Noida,Paneer Tikka Samosa,182,25,4550,20.53,Clear,False
2023-06-18,Noida,Spicy Chicken Samosa,131,30,3930,33.96,Clear,False
2023-06-18,Noida,Chocolate Fusion Samosa,12,45,540,41.01,Clear,False
2023-06-18,Gurugram,Classic Potato Samosa,106,15,1590,11.01,Clear,False
2023-06-18,Gurugram,Paneer Tikka Samosa,101,25,2525,22.0,Clear,True
2023-06-18,Gurugram,Spicy Chicken Samosa,73,30,2190,26.45,Clear,False
2023-06-18,Gurugram,Chocolate Fusion Samosa,30,45,1350,47.65,Clear,True
2023-06-19,South Delhi,Classic Potato Samosa,118,15,1770,11.0,Clear,False
2023-06-19,South Delhi,Paneer Tikka Samosa,111,25,2775,24.18,Clear,False
2023-06-19,South Delhi,Spicy Chicken Samosa,111,30,3330,31.88,Clear,False
2023-06-19,South Delhi,Chocolate Fusion Samosa,27,45,1215,42.4,Clear,False
2023-06-19,North Delhi,Classic Potato Samosa,132,15,1980,14.5,Clear,False
2023-06-19,North Delhi,Paneer Tikka Samosa,50,25,1250,25.38,Clear,False
2023-06-19,North Delhi,Spicy Chicken Samosa,79,30,2370,33.77,Clear,False
2023-06-19,North Delhi,Chocolate Fusion Samosa,15,45,675,48.0,Clear,False
2023-06-19,West Delhi,Classic Potato Samosa,92,15,1380,18.51,Clear,False
2023-06-19,West Delhi,Paneer Tikka Samosa,165,25,4125,24.01,Clear,True
2023-06-19,West Delhi,Spicy Chicken Samosa,89,30,2670,32.3,Clear,False
2023-06-19,West Delhi,Chocolate Fusion Samosa,7,45,315,40.62,Clear,False
2023-06-19,Noida,Classic Potato Samosa,106,15,1590,19.58,Clear,False
2023-06-19,Noida,Paneer Tikka Samosa,112,25,2800,26.25,Rainy,False
2023-06-19,Noida,Spicy Chicken Samosa,83,30,2490,33.04,Clear,False
2023-06-19,Noida,Chocolate Fusion Samosa,19,45,855,40.84,Clear,False
2023-06-19,Gurugram,Classic Potato Samosa,123,15,1845,11.41,Clear,False
2023-06-19,Gurugram,Paneer Tikka Samosa,130,25,3250,21.67,Clear,False
2023-06-19,Gurugram,Spicy Chicken Samosa,141,30,4230,33.72,Clear,False
2023-06-19,Gurugram,Chocolate Fusion Samosa,19,45,855,41.97,Clear,False
2023-06-20,South Delhi,Classic Potato Samosa,213,15,3195,18.64,Rainy,False
2023-06-20,South Delhi,Paneer Tikka Samosa,64,25,1600,25.82,Clear,False
2023-06-20,South Delhi,Spicy Chicken Samosa,145,30,4350,34.68,Clear,False
2023-06-20,South Delhi,Chocolate Fusion Samosa,33,45,1485,45.0,Rainy,False
2023-06-20,North Delhi,Classic Potato Samosa,109,15,1635,19.42,Clear,False
2023-06-20,North Delhi,Paneer Tikka Samosa,142,25,3550,24.26,Clear,False
2023-06-20,North Delhi,Spicy Chicken Samosa,115,30,3450,29.0,Clear,False
2023-06-20,North Delhi,Chocolate Fusion Samosa,24,45,1080,45.65,Clear,False
2023-06-20,West Delhi,Classic Potato Samosa,95,15,1425,13.38,Clear,False
2023-06-20,West Delhi,Paneer Tikka Samosa,113,25,2825,26.22,Clear,False
2023-06-20,West Delhi,Spicy Chicken Samosa,93,30,2790,27.83,Clear,False
2023-06-20,West Delhi,Chocolate Fusion Samosa,16,45,720,42.65,Clear,False
2023-06-20,Noida,Classic Potato Samosa,100,15,1500,18.84,Clear,False
2023-06-20,Noida,Paneer Tikka Samosa,176,25,4400,26.16,Rainy,False
2023-06-20,Noida,Spicy Chicken Samosa,78,30,2340,33.93,Rainy,False
2023-06-20,Noida,Chocolate Fusion Samosa,15,45,675,40.28,Clear,True
2023-06-20,Gurugram,Classic Potato Samosa,145,15,2175,11.36,Clear,False
2023-06-20,Gurugram,Paneer Tikka Samosa,136,25,3400,26.24,Clear,False
2023-06-20,Gurugram,Spicy Chicken Samosa,137,30,4110,33.15,Rainy,False
2023-06-20,Gurugram,Chocolate Fusion Samosa,37,45,1665,40.62,Clear,True
2023-06-21,South Delhi,Classic Potato Samosa,63,15,945,11.84,Clear,False
2023-06-21,South Delhi,Paneer Tikka Samosa,82,25,2050,28.51,Clear,False
2023-06-21,South Delhi,Spicy Chicken Samosa,161,30,4830,25.06,Rainy,True
2023-06-21,South Delhi,Chocolate Fusion Samosa,40,45,1800,45.18,Rainy,False
2023-06-21,North Delhi,Classic Potato Samosa,63,15,945,19.4,Clear,False
2023-06-21,North Delhi,Paneer Tikka Samosa,102,25,2550,24.82,Rainy,False
2023-06-21,North Delhi,Spicy Chicken Samosa,87,30,2610,34.48,Clear,True
2023-06-21,North Delhi,Chocolate Fusion Samosa,28,45,1260,49.81,Clear,False
2023-06-21,West Delhi,Classic Potato Samosa,173,15,2595,17.35,Rainy,False
2023-06-21,West Delhi,Paneer Tikka Samosa,81,25,2025,21.81,Clear,False
2023-06-21,West Delhi,Spicy Chicken Samosa,70,30,2100,34.6,Clear,False
2023-06-21,West Delhi,Chocolate Fusion Samosa,36,45,1620,48.67,Clear,True
2023-06-21,Noida,Classic Potato Samosa,69,15,1035,10.4,Clear,False
2023-06-21,Noida,Paneer Tikka Samosa,113,25,2825,26.8,Clear,False
2023-06-21,Noida,Spicy Chicken Samosa,50,30,1500,28.23,Clear,False
2023-06-21,Noida,Chocolate Fusion Samosa,21,45,945,47.26,Clear,False
2023-06-21,Gurugram,Classic Potato Samosa,112,15,1680,16.41,Clear,False
2023-06-21,Gurugram,Paneer Tikka Samosa,113,25,2825,29.12,Clear,False
2023-06-21,Gurugram,Spicy Chicken Samosa,50,30,1500,34.81,Clear,False
2023-06-21,Gurugram,Chocolate Fusion Samosa,37,45,1665,49.99,Clear,True
2023-06-22,South Delhi,Classic Potato Samosa,123,15,1845,17.05,Clear,False
2023-06-22,South Delhi,Paneer Tikka Samosa,183,25,4575,22.76,Rainy,False
2023-06-22,South Delhi,Spicy Chicken Samosa,116,30,3480,32.07,Clear,False
2023-06-22,South Delhi,Chocolate Fusion Samosa,30,45,1350,45.6,Clear,False
2023-06-22,North Delhi,Classic Potato Samosa,77,15,1155,15.3,Clear,False
2023-06-22,North Delhi,Paneer Tikka Samosa,205,25,5125,22.72,Clear,True
2023-06-22,North Delhi,Spicy Chicken Samosa,96,30,2880,33.39,Clear,False
2023-06-22,North Delhi,Chocolate Fusion Samosa,11,45,495,44.84,Clear,False
2023-06-22,West Delhi,Classic Potato Samosa,89,15,1335,13.58,Rainy,False
2023-06-22,West Delhi,Paneer Tikka Samosa,148,25,3700,24.01,Clear,True
2023-06-22,West Delhi,Spicy Chicken Samosa,197,30,5910,33.63,Rainy,False
2023-06-22,West Delhi,Chocolate Fusion Samosa,17,45,765,42.15,Clear,False
2023-06-22,Noida,Classic Potato Samosa,73,15,1095,14.29,Clear,False
2023-06-22,Noida,Paneer Tikka Samosa,133,25,3325,27.13,Clear,False
2023-06-22,Noida,Spicy Chicken Samosa,91,30,2730,33.02,Clear,False
2023-06-22,Noida,Chocolate Fusion Samosa,17,45,765,43.45,Clear,False
2023-06-22,Gurugram,Classic Potato Samosa,73,15,1095,15.67,Clear,False
2023-06-22,Gurugram,Paneer Tikka Samosa,88,25,2200,22.06,Rainy,False
2023-06-22,Gurugram,Spicy Chicken Samosa,112,30,3360,34.11,Clear,False
2023-06-22,Gurugram,Chocolate Fusion Samosa,21,45,945,48.67,Clear,False
2023-06-23,South Delhi,Classic Potato Samosa,87,15,1305,16.68,Clear,False
2023-06-23,South Delhi,Paneer Tikka Samosa,166,25,4150,22.63,Clear,False
2023-06-23,South Delhi,Spicy Chicken Samosa,367,30,11010,25.04,Rainy,True
2023-06-23,South Delhi,Chocolate Fusion Samosa,13,45,585,49.55,Clear,False
2023-06-23,North Delhi,Classic Potato Samosa,76,15,1140,19.44,Clear,False
2023-06-23,North Delhi,Paneer Tikka Samosa,190,25,4750,28.16,Rainy,False
2023-06-23,North Delhi,Spicy Chicken Samosa,93,30,2790,27.41,Clear,False
2023-06-23,North Delhi,Chocolate Fusion Samosa,14,45,630,46.43,Clear,False
2023-06-23,West Delhi,Classic Potato Samosa,106,15,1590,15.43,Clear,False
2023-06-23,West Delhi,Paneer Tikka Samosa,149,25,3725,25.37,Rainy,False
2023-06-23,West Delhi,Spicy Chicken Samosa,107,30,3210,31.93,Clear,False
2023-06-23,West Delhi,Chocolate Fusion Samosa,27,45,1215,48.42,Clear,False
2023-06-23,Noida,Classic Potato Samosa,78,15,1170,14.19,Clear,False
2023-06-23,Noida,Paneer Tikka Samosa,189,25,4725,23.51,Clear,True
2023-06-23,Noida,Spicy Chicken Samosa,122,30,3660,30.04,Clear,False
2023-06-23,Noida,Chocolate Fusion Samosa,36,45,1620,49.55,Rainy,False
2023-06-23,Gurugram,Classic Potato Samosa,96,15,1440,13.65,Clear,False
2023-06-23,Gurugram,Paneer Tikka Samosa,93,25,2325,23.17,Clear,False
2023-06-23,Gurugram,Spicy Chicken Samosa,64,30,1920,26.86,Clear,False
2023-06-23,Gurugram,Chocolate Fusion Samosa,21,45,945,45.01,Clear,False
2023-06-24,South Delhi,Classic Potato Samosa,142,15,2130,11.48,Rainy,False
2023-06-24,South Delhi,Paneer Tikka Samosa,93,25,2325,28.44,Clear,False
2023-06-24,South Delhi,Spicy Chicken Samosa,218,30,6540,29.63,Clear,True
2023-06-24,South Delhi,Chocolate Fusion Samosa,27,45,1215,43.6,Rainy,False
2023-06-24,North Delhi,Classic Potato Samosa,96,15,1440,18.71,Clear,False
2023-06-24,North Delhi,Paneer Tikka Samosa,152,25,3800,24.12,Clear,False
2023-06-24,North Delhi,Spicy Chicken Samosa,145,30,4350,33.5,Clear,False
2023-06-24,North Delhi,Chocolate Fusion Samosa,7,45,315,42.07,Clear,False
2023-06-24,West Delhi,Classic Potato Samosa,155,15,2325,16.94,Clear,True
2023-06-24,West Delhi,Paneer Tikka Samosa,173,25,4325,25.29,Rainy,False
2023-06-24,West Delhi,Spicy Chicken Samosa,118,30,3540,32.26,Clear,False
2023-06-24,West Delhi,Chocolate Fusion Samosa,25,45,1125,45.08,Clear,False
2023-06-24,Noida,Classic Potato Samosa,71,15,1065,12.93,Clear,False
2023-06-24,Noida,Paneer Tikka Samosa,152,25,3800,20.47,Rainy,False
2023-06-24,Noida,Spicy Chicken Samosa,123,30,3690,32.47,Clear,False
2023-06-24,Noida,Chocolate Fusion Samosa,28,45,1260,45.81,Clear,False
2023-06-24,Gurugram,Classic Potato Samosa,65,15,975,15.43,Clear,False
2023-06-24,Gurugram,Paneer Tikka Samosa,118,25,2950,23.27,Clear,False
2023-06-24,Gurugram,Spicy Chicken Samosa,152,30,4560,33.5,Clear,False
2023-06-24,Gurugram,Chocolate Fusion Samosa,17,45,765,49.01,Clear,False
2023-06-25,South Delhi,Classic Potato Samosa,130,15,1950,16.21,Clear,False
2023-06-25,South Delhi,Paneer Tikka Samosa,113,25,2825,27.2,Rainy,False
2023-06-25,South Delhi,Spicy Chicken Samosa,93,30,2790,27.34,Clear,False
2023-06-25,South Delhi,Chocolate Fusion Samosa,18,45,810,40.62,Clear,False
2023-06-25,North Delhi,Classic Potato Samosa,226,15,3390,13.5,Clear,True
2023-06-25,North Delhi,Paneer Tikka Samosa,87,25,2175,26.78,Clear,False
2023-06-25,North Delhi,Spicy Chicken Samosa,137,30,4110,32.04,Clear,False
2023-06-25,North Delhi,Chocolate Fusion Samosa,7,45,315,41.41,Clear,False
2023-06-25,West Delhi,Classic Potato Samosa,167,15,2505,15.0,Clear,False
2023-06-25,West Delhi,Paneer Tikka Samosa,63,25,1575,27.32,Clear,False
2023-06-25,West Delhi,Spicy Chicken Samosa,121,30,3630,30.71,Clear,False
2023-06-25,West Delhi,Chocolate Fusion Samosa,10,45,450,42.46,Clear,False
2023-06-25,Noida,Classic Potato Samosa,259,15,3885,11.83,Rainy,False
2023-06-25,Noida,Paneer Tikka Samosa,150,25,3750,21.83,Clear,False
2023-06-25,Noida,Spicy Chicken Samosa,248,30,7440,28.1,Rainy,False
2023-06-25,Noida,Chocolate Fusion Samosa,17,45,765,40.44,Rainy,False
2023-06-25,Gurugram,Classic Potato Samosa,157,15,2355,18.24,Rainy,False
2023-06-25,Gurugram,Paneer Tikka Samosa,77,25,1925,24.31,Clear,False
2023-06-25,Gurugram,Spicy Chicken Samosa,163,30,4890,34.34,Clear,False
2023-06-25,Gurugram,Chocolate Fusion Samosa,30,45,1350,46.76,Clear,False
2023-06-26,South Delhi,Classic Potato Samosa,136,15,2040,12.97,Rainy,True
2023-06-26,South Delhi,Paneer Tikka Samosa,168,25,4200,28.73,Clear,False
2023-06-26,South Delhi,Spicy Chicken Samosa,159,30,4770,26.64,Clear,False
2023-06-26,South Delhi,Chocolate Fusion Samosa,20,45,900,47.86,Clear,False
2023-06-26,North Delhi,Classic Potato Samosa,67,15,1005,18.06,Clear,False
2023-06-26,North Delhi,Paneer Tikka Samosa,108,25,2700,27.64,Clear,True
2023-06-26,North Delhi,Spicy Chicken Samosa,113,30,3390,25.79,Clear,False
2023-06-26,North Delhi,Chocolate Fusion Samosa,21,45,945,41.85,Clear,False
2023-06-26,West Delhi,Classic Potato Samosa,140,15,2100,13.66,Clear,False
2023-06-26,West Delhi,Paneer Tikka Samosa,168,25,4200,20.55,Rainy,False
2023-06-26,West Delhi,Spicy Chicken Samosa,68,30,2040,28.71,Clear,False
2023-06-26,West Delhi,Chocolate Fusion Samosa,14,45,630,46.1,Clear,False
2023-06-26,Noida,Classic Potato Samosa,85,15,1275,13.45,Clear,False
2023-06-26,Noida,Paneer Tikka Samosa,134,25,3350,23.55,Rainy,False
2023-06-26,Noida,Spicy Chicken Samosa,134,30,4020,32.0,Clear,False
2023-06-26,Noida,Chocolate Fusion Samosa,10,45,450,45.11,Clear,False
2023-06-26,Gurugram,Classic Potato Samosa,118,15,1770,19.33,Clear,False
2023-06-26,Gurugram,Paneer Tikka Samosa,125,25,3125,27.15,Clear,False
2023-06-26,Gurugram,Spicy Chicken Samosa,59,30,1770,27.62,Clear,False
2023-06-26,Gurugram,Chocolate Fusion Samosa,19,45,855,42.91,Rainy,False
2023-06-27,South Delhi,Classic Potato Samosa,84,15,1260,13.88,Clear,False
2023-06-27,South Delhi,Paneer Tikka Samosa,149,25,3725,24.36,Rainy,False
2023-06-27,South Delhi,Spicy Chicken Samosa,100,30,3000,28.77,Clear,False
2023-06-27,South Delhi,Chocolate Fusion Samosa,14,45,630,45.76,Clear,False
2023-06-27,North Delhi,Classic Potato Samosa,75,15,1125,15.96,Clear,False
2023-06-27,North Delhi,Paneer Tikka Samosa,88,25,2200,20.66,Clear,False
2023-06-27,North Delhi,Spicy Chicken Samosa,119,30,3570,34.91,Clear,False
2023-06-27,North Delhi,Chocolate Fusion Samosa,18,45,810,43.61,Clear,True
2023-06-27,West Delhi,Classic Potato Samosa,127,15,1905,12.08,Clear,False
2023-06-27,West Delhi,Paneer Tikka Samosa,61,25,1525,24.42,Clear,False
2023-06-27,West Delhi,Spicy Chicken Samosa,133,30,3990,28.89,Rainy,False
2023-06-27,West Delhi,Chocolate Fusion Samosa,28,45,1260,48.76,Clear,False
2023-06-27,Noida,Classic Potato Samosa,183,15,2745,16.95,Rainy,False
2023-06-27,Noida,Paneer Tikka Samosa,203,25,5075,25.8,Rainy,True
2023-06-27,Noida,Spicy Chicken Samosa,171,30,5130,31.83,Clear,True
2023-06-27,Noida,Chocolate Fusion Samosa,34,45,1530,46.62,Clear,True
2023-06-27,Gurugram,Classic Potato Samosa,90,15,1350,13.76,Clear,False
2023-06-27,Gurugram,Paneer Tikka Samosa,175,25,4375,29.27,Rainy,False
2023-06-27,Gurugram,Spicy Chicken Samosa,116,30,3480,26.64,Clear,False
2023-06-27,Gurugram,Chocolate Fusion Samosa,6,45,270,49.3,Clear,False
2023-06-28,South Delhi,Classic Potato Samosa,130,15,1950,14.95,Clear,False
2023-06-28,South Delhi,Paneer Tikka Samosa,81,25,2025,22.07,Clear,False
2023-06-28,South Delhi,Spicy Chicken Samosa,165,30,4950,34.28,Clear,False
2023-06-28,South Delhi,Chocolate Fusion Samosa,9,45,405,41.29,Clear,False
2023-06-28,North Delhi,Classic Potato Samosa,59,15,885,11.22,Clear,False
2023-06-28,North Delhi,Paneer Tikka Samosa,149,25,3725,20.83,Clear,False
2023-06-28,North Delhi,Spicy Chicken Samosa,62,30,1860,34.69,Clear,False
2023-06-28,North Delhi,Chocolate Fusion Samosa,9,45,405,43.81,Clear,False
2023-06-28,West Delhi,Classic Potato Samosa,99,15,1485,10.54,Clear,False
2023-06-28,West Delhi,Paneer Tikka Samosa,70,25,1750,27.17,Rainy,False
2023-06-28,West Delhi,Spicy Chicken Samosa,135,30,4050,26.02,Rainy,False
2023-06-28,West Delhi,Chocolate Fusion Samosa,12,45,540,42.16,Rainy,False
2023-06-28,Noida,Classic Potato Samosa,76,15,1140,17.59,Clear,False
2023-06-28,Noida,Paneer Tikka Samosa,77,25,1925,25.84,Clear,False
2023-06-28,Noida,Spicy Chicken Samosa,127,30,3810,29.05,Clear,False
2023-06-28,Noida,Chocolate Fusion Samosa,21,45,945,49.53,Clear,False
2023-06-28,Gurugram,Classic Potato Samosa,124,15,1860,16.12,Clear,False
2023-06-28,Gurugram,Paneer Tikka Samosa,100,25,2500,27.81,Clear,False
2023-06-28,Gurugram,Spicy Chicken Samosa,124,30,3720,31.72,Rainy,False
2023-06-28,Gurugram,Chocolate Fusion Samosa,19,45,855,49.72,Clear,False
2023-06-29,South Delhi,Classic Potato Samosa,85,15,1275,11.7,Rainy,False
2023-06-29,South Delhi,Paneer Tikka Samosa,208,25,5200,28.22,Rainy,False
2023-06-29,South Delhi,Spicy Chicken Samosa,153,30,4590,29.57,Rainy,True
2023-06-29,South Delhi,Chocolate Fusion Samosa,18,45,810,40.57,Clear,False
2023-06-29,North Delhi,Classic Potato Samosa,142,15,2130,14.72,Clear,False
2023-06-29,North Delhi,Paneer Tikka Samosa,130,25,3250,28.85,Clear,False
2023-06-29,North Delhi,Spicy Chicken Samosa,70,30,2100,29.23,Clear,False
2023-06-29,North Delhi,Chocolate Fusion Samosa,28,45,1260,41.34,Clear,False
2023-06-29,West Delhi,Classic Potato Samosa,197,15,2955,19.9,Rainy,False
2023-06-29,West Delhi,Paneer Tikka Samosa,70,25,1750,24.83,Clear,False
2023-06-29,West Delhi,Spicy Chicken Samosa,158,30,4740,32.89,Rainy,False
2023-06-29,West Delhi,Chocolate Fusion Samosa,39,45,1755,49.98,Rainy,False
2023-06-29,Noida,Classic Potato Samosa,103,15,1545,19.36,Clear,False
2023-06-29,Noida,Paneer Tikka Samosa,134,25,3350,27.52,Rainy,False
2023-06-29,Noida,Spicy Chicken Samosa,123,30,3690,31.74,Clear,False
2023-06-29,Noida,Chocolate Fusion Samosa,10,45,450,46.44,Clear,False
2023-06-29,Gurugram,Classic Potato Samosa,111,15,1665,15.2,Clear,False
2023-06-29,Gurugram,Paneer Tikka Samosa,190,25,4750,28.73,Clear,True
2023-06-29,Gurugram,Spicy Chicken Samosa,98,30,2940,34.72,Clear,False
2023-06-29,Gurugram,Chocolate Fusion Samosa,28,45,1260,42.2,Rainy,False
2023-06-30,South Delhi,Classic Potato Samosa,123,15,1845,14.71,Clear,False
2023-06-30,South Delhi,Paneer Tikka Samosa,129,25,3225,20.72,Clear,False
2023-06-30,South Delhi,Spicy Chicken Samosa,95,30,2850,34.0,Rainy,False
2023-06-30,South Delhi,Chocolate Fusion Samosa,25,45,1125,41.29,Clear,False
2023-06-30,North Delhi,Classic Potato Samosa,77,15,1155,13.15,Clear,False
2023-06-30,North Delhi,Paneer Tikka Samosa,124,25,3100,25.34,Clear,False
2023-06-30,North Delhi,Spicy Chicken Samosa,62,30,1860,30.73,Clear,False
2023-06-30,North Delhi,Chocolate Fusion Samosa,20,45,900,44.9,Clear,False
2023-06-30,West Delhi,Classic Potato Samosa,107,15,1605,15.71,Rainy,False
2023-06-30,West Delhi,Paneer Tikka Samosa,205,25,5125,22.92,Rainy,False
2023-06-30,West Delhi,Spicy Chicken Samosa,80,30,2400,25.73,Clear,False
2023-06-30,West Delhi,Chocolate Fusion Samosa,5,45,225,47.57,Clear,False
2023-06-30,Noida,Classic Potato Samosa,51,15,765,19.77,Clear,False
2023-06-30,Noida,Paneer Tikka Samosa,79,25,1975,27.85,Clear,False
2023-06-30,Noida,Spicy Chicken Samosa,58,30,1740,30.57,Clear,False
2023-06-30,Noida,Chocolate Fusion Samosa,22,45,990,41.43,Clear,False
2023-06-30,Gurugram,Classic Potato Samosa,97,15,1455,15.11,Clear,False
2023-06-30,Gurugram,Paneer Tikka Samosa,304,25,7600,21.88,Rainy,True
2023-06-30,Gurugram,Spicy Chicken Samosa,177,30,5310,30.58,Rainy,False
2023-06-30,Gurugram,Chocolate Fusion Samosa,7,45,315,44.25,Clear,False
2023-07-01,South Delhi,Classic Potato Samosa,241,15,3615,18.71,Clear,False
2023-07-01,South Delhi,Paneer Tikka Samosa,161,25,4025,26.8,Clear,False
2023-07-01,South Delhi,Spicy Chicken Samosa,234,30,7020,34.93,Clear,False
2023-07-01,South Delhi,Chocolate Fusion Samosa,33,45,1485,40.79,Clear,False
2023-07-01,North Delhi,Classic Potato Samosa,238,15,3570,11.93,Clear,False
2023-07-01,North Delhi,Paneer Tikka Samosa,351,25,8775,20.96,Clear,True
2023-07-01,North Delhi,Spicy Chicken Samosa,143,30,4290,34.38,Clear,False
2023-07-01,North Delhi,Chocolate Fusion Samosa,34,45,1530,48.61,Clear,False
2023-07-01,West Delhi,Classic Potato Samosa,144,15,2160,13.89,Clear,False
2023-07-01,West Delhi,Paneer Tikka Samosa,86,25,2150,22.4,Clear,False
2023-07-01,West Delhi,Spicy Chicken Samosa,160,30,4800,31.97,Clear,False
2023-07-01,West Delhi,Chocolate Fusion Samosa,14,45,630,42.56,Clear,True
2023-07-01,Noida,Classic Potato Samosa,108,15,1620,12.23,Clear,False
2023-07-01,Noida,Paneer Tikka Samosa,309,25,7725,27.57,Rainy,False
2023-07-01,Noida,Spicy Chicken Samosa,134,30,4020,34.94,Rainy,False
2023-07-01,Noida,Chocolate Fusion Samosa,41,45,1845,49.09,Clear,True
2023-07-01,Gurugram,Classic Potato Samosa,261,15,3915,10.09,Rainy,False
2023-07-01,Gurugram,Paneer Tikka Samosa,208,25,5200,28.9,Clear,False
2023-07-01,Gurugram,Spicy Chicken Samosa,230,30,6900,26.23,Clear,False
2023-07-01,Gurugram,Chocolate Fusion Samosa,32,45,1440,41.74,Clear,False
2023-07-02,South Delhi,Classic Potato Samosa,177,15,2655,11.22,Rainy,False
2023-07-02,South Delhi,Paneer Tikka Samosa,195,25,4875,21.76,Clear,False
2023-07-02,South Delhi,Spicy Chicken Samosa,158,30,4740,27.12,Rainy,False
2023-07-02,South Delhi,Chocolate Fusion Samosa,49,45,2205,40.07,Rainy,False
2023-07-02,North Delhi,Classic Potato Samosa,130,15,1950,19.93,Clear,False
2023-07-02,North Delhi,Paneer Tikka Samosa,159,25,3975,21.03,Clear,False
2023-07-02,North Delhi,Spicy Chicken Samosa,131,30,3930,26.28,Clear,False
2023-07-02,North Delhi,Chocolate Fusion Samosa,30,45,1350,44.26,Clear,False
2023-07-02,West Delhi,Classic Potato Samosa,191,15,2865,15.31,Clear,False
2023-07-02,West Delhi,Paneer Tikka Samosa,258,25,6450,22.01,Clear,True
2023-07-02,West Delhi,Spicy Chicken Samosa,217,30,6510,27.11,Clear,False
2023-07-02,West Delhi,Chocolate Fusion Samosa,11,45,495,48.14,Clear,False
2023-07-02,Noida,Classic Potato Samosa,191,15,2865,18.85,Clear,False
2023-07-02,Noida,Paneer Tikka Samosa,100,25,2500,29.04,Clear,False
2023-07-02,Noida,Spicy Chicken Samosa,175,30,5250,30.18,Clear,False
2023-07-02,Noida,Chocolate Fusion Samosa,24,45,1080,49.07,Clear,False
2023-07-02,Gurugram,Classic Potato Samosa,216,15,3240,14.66,Clear,True
2023-07-02,Gurugram,Paneer Tikka Samosa,125,25,3125,27.11,Clear,False
2023-07-02,Gurugram,Spicy Chicken Samosa,107,30,3210,31.83,Clear,False
2023-07-02,Gurugram,Chocolate Fusion Samosa,34,45,1530,48.95,Clear,False
2023-07-03,South Delhi,Classic Potato Samosa,201,15,3015,11.23,Clear,False
2023-07-03,South Delhi,Paneer Tikka Samosa,176,25,4400,20.98,Clear,False
2023-07-03,South Delhi,Spicy Chicken Samosa,216,30,6480,30.16,Rainy,False
2023-07-03,South Delhi,Chocolate Fusion Samosa,9,45,405,40.48,Clear,False
2023-07-03,North Delhi,Classic Potato Samosa,148,15,2220,15.8,Clear,False
2023-07-03,North Delhi,Paneer Tikka Samosa,127,25,3175,28.05,Clear,False
2023-07-03,North Delhi,Spicy Chicken Samosa,198,30,5940,26.73,Clear,True
2023-07-03,North Delhi,Chocolate Fusion Samosa,7,45,315,45.58,Clear,False
2023-07-03,West Delhi,Classic Potato Samosa,282,15,4230,10.62,Clear,True
